charge_id,invoice_id,customer_id,amount,status,created
ch_001480,in_001504,cus_000045,29,succeeded,2025-05-17
ch_001481,in_001505,cus_000046,299,succeeded,2025-05-07
ch_001482,in_001506,cus_000048,990,succeeded,2025-05-04
ch_001483,in_001507,cus_000050,29,succeeded,2025-05-09
ch_001484,in_001508,cus_000051,299,succeeded,2025-05-13
ch_001485,in_001509,cus_000052,90,succeeded,2025-05-05
ch_001486,in_001510,cus_000053,29,succeeded,2025-05-16
ch_001487,in_001511,cus_000058,99,succeeded,2025-05-07
ch_001488,in_001512,cus_000060,29,succeeded,2025-05-15
ch_001489,in_001513,cus_000062,29,succeeded,2025-05-19
ch_001490,in_001514,cus_000063,9,succeeded,2025-05-09
ch_001491,in_001515,cus_000064,9,succeeded,2025-05-16
ch_001492,in_001516,cus_000065,9,succeeded,2025-05-19
ch_001493,in_001517,cus_000066,29,succeeded,2025-05-24
ch_001494,in_001518,cus_000067,29,succeeded,2025-05-26
ch_001495,in_001519,cus_000068,99,succeeded,2025-05-10
ch_001496,in_001520,cus_000069,9,succeeded,2025-05-04
ch_001497,in_001521,cus_000070,990,succeeded,2025-05-08
ch_001498,in_001522,cus_000071,290,succeeded,2025-05-16
ch_001499,in_001523,cus_000072,290,succeeded,2025-05-20
ch_001500,in_001524,cus_000073,9,succeeded,2025-05-28
ch_001501,in_001525,cus_000074,9,succeeded,2025-05-21
ch_001502,in_001526,cus_000075,29,succeeded,2025-05-03
ch_001503,in_001527,cus_000076,29,succeeded,2025-05-18
ch_001504,in_001528,cus_000077,90,succeeded,2025-05-02
ch_001505,in_001529,cus_000080,990,succeeded,2025-05-13
ch_001506,in_001530,cus_000081,9,succeeded,2025-05-09
ch_001507,in_001531,cus_000082,9,succeeded,2025-05-07
ch_001508,in_001532,cus_000083,90,succeeded,2025-05-09
ch_001509,in_001533,cus_000084,9,succeeded,2025-05-11
ch_001510,in_001534,cus_000087,9,succeeded,2025-05-08
ch_001511,in_001535,cus_000088,290,succeeded,2025-05-22
ch_001512,in_001536,cus_000089,9,succeeded,2025-05-31
ch_001513,in_001537,cus_000090,299,succeeded,2025-05-28
ch_001514,in_001538,cus_000091,99,succeeded,2025-05-14
ch_001515,in_001539,cus_000092,290,succeeded,2025-05-19
ch_001516,in_001540,cus_000093,290,succeeded,2025-05-21
ch_001517,in_001542,cus_000095,29,succeeded,2025-05-25
ch_001518,in_001543,cus_000098,290,succeeded,2025-05-17
ch_001519,in_001544,cus_000099,29,succeeded,2025-05-07
ch_001520,in_001545,cus_000102,299,succeeded,2025-05-21
ch_001521,in_001546,cus_000105,90,succeeded,2025-05-02
ch_001522,in_001547,cus_000106,299,succeeded,2025-05-02
ch_001523,in_001548,cus_000107,9,succeeded,2025-05-24
ch_001524,in_001549,cus_000108,9,succeeded,2025-05-24
ch_001525,in_001550,cus_000110,299,succeeded,2025-05-03
ch_001526,in_001551,cus_000111,9,succeeded,2025-05-20
ch_001527,in_001552,cus_000112,90,succeeded,2025-05-28
ch_001528,in_001553,cus_000113,29,succeeded,2025-05-02
ch_001529,in_001554,cus_000114,90,succeeded,2025-05-08
ch_001530,in_001555,cus_000115,9,succeeded,2025-05-22
ch_001531,in_001556,cus_000117,9,succeeded,2025-05-11
ch_001532,in_001557,cus_000118,29,succeeded,2025-05-28
ch_001533,in_001558,cus_000119,9,succeeded,2025-05-27
ch_001534,in_001559,cus_000120,299,succeeded,2025-05-27
ch_001535,in_001560,cus_000122,299,succeeded,2025-05-24
ch_001536,in_001561,cus_000123,90,succeeded,2025-05-30
ch_001537,in_001562,cus_000125,9,succeeded,2025-05-12
ch_001538,in_001563,cus_000126,90,succeeded,2025-05-21
ch_001539,in_001564,cus_000127,29,succeeded,2025-05-11
ch_001540,in_001565,cus_000128,99,succeeded,2025-05-06
ch_001541,in_001566,cus_000129,9,succeeded,2025-05-19
ch_001542,in_001567,cus_000130,99,succeeded,2025-05-06
ch_001543,in_001568,cus_000131,9,succeeded,2025-05-31
ch_001544,in_001569,cus_000132,99,succeeded,2025-05-25
ch_001545,in_001570,cus_000133,90,succeeded,2025-05-14
ch_001546,in_001571,cus_000135,29,succeeded,2025-05-14
ch_001547,in_001572,cus_000136,9,succeeded,2025-05-11
ch_001548,in_001573,cus_000137,9,succeeded,2025-05-30
ch_001549,in_001574,cus_000138,9,succeeded,2025-05-26
ch_001550,in_001575,cus_000140,290,succeeded,2025-05-21
ch_001551,in_001576,cus_000141,299,succeeded,2025-05-04
ch_001552,in_001577,cus_000142,290,succeeded,2025-05-02
ch_001553,in_001578,cus_000143,299,succeeded,2025-05-02
ch_001554,in_001579,cus_000144,90,succeeded,2025-05-26
ch_001555,in_001580,cus_000146,99,succeeded,2025-05-23
ch_001556,in_001581,cus_000147,29,succeeded,2025-05-04
ch_001557,in_001582,cus_000148,9,succeeded,2025-05-23
ch_001558,in_001583,cus_000150,9,succeeded,2025-05-01
ch_001559,in_001584,cus_000151,99,succeeded,2025-05-29
ch_001560,in_001585,cus_000153,99,succeeded,2025-05-13
ch_001561,in_001586,cus_000154,99,succeeded,2025-05-10
ch_001562,in_001587,cus_000155,290,succeeded,2025-05-29
ch_001563,in_001588,cus_000156,290,succeeded,2025-05-11
ch_001564,in_001589,cus_000157,299,succeeded,2025-05-16
ch_001565,in_001590,cus_000159,29,succeeded,2025-05-17
ch_001566,in_001591,cus_000160,90,succeeded,2025-05-19
ch_001567,in_001592,cus_000161,29,succeeded,2025-05-08
ch_001568,in_001593,cus_000163,9,succeeded,2025-05-16
ch_001569,in_001594,cus_000164,29,succeeded,2025-05-11
ch_001570,in_001595,cus_000165,29,succeeded,2025-05-27
ch_001571,in_001596,cus_000168,299,succeeded,2025-05-21
ch_001572,in_001597,cus_000169,90,succeeded,2025-05-06
ch_001573,in_001598,cus_000170,9,succeeded,2025-05-03
ch_001574,in_001599,cus_000172,99,succeeded,2025-05-14
ch_001575,in_001600,cus_000173,9,succeeded,2025-05-17
ch_001576,in_001601,cus_000174,9,succeeded,2025-05-10
ch_001577,in_001602,cus_000175,29,succeeded,2025-05-15
ch_001578,in_001603,cus_000176,29,succeeded,2025-05-02
ch_001579,in_001604,cus_000178,299,succeeded,2025-05-22
ch_001580,in_001605,cus_000179,29,succeeded,2025-05-11
ch_001581,in_001606,cus_000180,29,succeeded,2025-05-01
ch_001582,in_001607,cus_000182,29,succeeded,2025-05-03
ch_001583,in_001608,cus_000183,29,succeeded,2025-05-31
ch_001584,in_001609,cus_000184,9,succeeded,2025-05-07
ch_001585,in_001610,cus_000185,290,succeeded,2025-05-14
ch_001586,in_001611,cus_000187,9,succeeded,2025-05-28
ch_001587,in_001612,cus_000189,99,succeeded,2025-05-12
ch_001588,in_001613,cus_000190,90,succeeded,2025-05-08
ch_001589,in_001614,cus_000191,9,succeeded,2025-05-18
ch_001590,in_001615,cus_000194,9,succeeded,2025-05-25
ch_001591,in_001616,cus_000195,9,succeeded,2025-05-14
ch_001592,in_001617,cus_000196,29,succeeded,2025-05-13
ch_001593,in_001618,cus_000197,9,succeeded,2025-05-30
ch_001594,in_001619,cus_000198,90,succeeded,2025-05-26
ch_001595,in_001620,cus_000200,99,succeeded,2025-05-06
ch_001596,in_001621,cus_000201,290,succeeded,2025-05-09
ch_001597,in_001622,cus_000205,99,succeeded,2025-05-13
ch_001598,in_001623,cus_000206,29,succeeded,2025-05-09
ch_001599,in_001624,cus_000208,299,succeeded,2025-05-20
ch_001600,in_001625,cus_000209,99,succeeded,2025-05-04
ch_001601,in_001626,cus_000210,299,succeeded,2025-05-07
ch_001602,in_001627,cus_000211,90,succeeded,2025-05-20
ch_001603,in_001628,cus_000212,990,succeeded,2025-05-04
ch_001604,in_001629,cus_000213,9,succeeded,2025-05-23
ch_001605,in_001630,cus_000214,99,succeeded,2025-05-25
ch_001606,in_001631,cus_000216,299,succeeded,2025-05-26
ch_001607,in_001632,cus_000217,9,succeeded,2025-05-11
ch_001608,in_001633,cus_000219,29,succeeded,2025-05-03
ch_001609,in_001634,cus_000220,9,succeeded,2025-05-18
ch_001610,in_001635,cus_000221,990,succeeded,2025-05-27
ch_001611,in_001636,cus_000222,29,succeeded,2025-05-23
ch_001612,in_001637,cus_000223,29,succeeded,2025-05-03
ch_001613,in_001638,cus_000224,99,succeeded,2025-05-24
ch_001614,in_001640,cus_000226,9,succeeded,2025-05-15
ch_001615,in_001641,cus_000227,99,succeeded,2025-05-05
ch_001616,in_001642,cus_000228,990,succeeded,2025-05-27
ch_001617,in_001643,cus_000229,90,succeeded,2025-05-20
ch_001618,in_001644,cus_000230,9,succeeded,2025-05-28
ch_001619,in_001645,cus_000231,299,succeeded,2025-05-28
ch_001620,in_001646,cus_000232,29,succeeded,2025-05-01
ch_001621,in_001647,cus_000233,99,succeeded,2025-05-25
ch_001622,in_001648,cus_000234,29,succeeded,2025-05-13
ch_001623,in_001649,cus_000235,29,succeeded,2025-05-17
ch_001624,in_001650,cus_000238,9,succeeded,2025-05-04
ch_001625,in_001651,cus_000239,9,succeeded,2025-05-25
ch_001626,in_001652,cus_000240,99,succeeded,2025-05-11
ch_001627,in_001653,cus_000242,99,succeeded,2025-05-02
ch_001628,in_001654,cus_000243,99,succeeded,2025-05-17
ch_001629,in_001655,cus_000244,99,succeeded,2025-05-02
ch_001630,in_001656,cus_000245,29,succeeded,2025-05-13
ch_001631,in_001657,cus_000246,990,succeeded,2025-05-04
ch_001632,in_001658,cus_000247,29,succeeded,2025-05-18
ch_001633,in_001659,cus_000248,290,succeeded,2025-05-29
ch_001634,in_001660,cus_000250,29,succeeded,2025-05-19
ch_001635,in_001661,cus_000252,290,succeeded,2025-05-18
ch_001636,in_001662,cus_000254,29,succeeded,2025-05-18
ch_001637,in_001663,cus_000255,29,succeeded,2025-05-23
ch_001638,in_001664,cus_000256,9,succeeded,2025-05-02
ch_001639,in_001665,cus_000257,9,succeeded,2025-05-22
ch_001640,in_001666,cus_000258,29,succeeded,2025-05-06
ch_001641,in_001667,cus_000259,299,succeeded,2025-05-13
ch_001642,in_001668,cus_000261,9,succeeded,2025-05-02
ch_001643,in_001669,cus_000262,9,succeeded,2025-05-04
ch_001644,in_001670,cus_000263,299,succeeded,2025-05-04
ch_001645,in_001671,cus_000264,99,succeeded,2025-05-10
ch_001646,in_001672,cus_000265,299,succeeded,2025-05-18
ch_001647,in_001673,cus_000266,9,succeeded,2025-05-28
ch_001648,in_001674,cus_000267,990,succeeded,2025-05-25
ch_001649,in_001675,cus_000269,99,succeeded,2025-05-29
ch_001650,in_001676,cus_000270,29,succeeded,2025-05-12
ch_001651,in_001677,cus_000271,9,succeeded,2025-05-10
ch_001652,in_001678,cus_000272,29,succeeded,2025-05-27
ch_001653,in_001679,cus_000273,9,succeeded,2025-05-08
ch_001654,in_001680,cus_000276,9,succeeded,2025-05-08
ch_001655,in_001681,cus_000278,990,succeeded,2025-05-06
ch_001656,in_001682,cus_000279,9,succeeded,2025-05-02
ch_001657,in_001683,cus_000280,99,succeeded,2025-05-23
ch_001658,in_001684,cus_000281,9,succeeded,2025-05-12
ch_001659,in_001685,cus_000283,29,succeeded,2025-05-15
ch_001660,in_001686,cus_000285,99,succeeded,2025-05-05
ch_001661,in_001687,cus_000288,90,succeeded,2025-05-29
ch_001662,in_001688,cus_000290,9,succeeded,2025-05-04
ch_001663,in_001689,cus_000291,290,succeeded,2025-05-04
ch_001664,in_001690,cus_000292,90,succeeded,2025-05-24
ch_001665,in_001691,cus_000295,9,succeeded,2025-05-14
ch_001666,in_001692,cus_000296,9,succeeded,2025-05-22
ch_001667,in_001693,cus_000298,9,succeeded,2025-05-02
ch_001668,in_001694,cus_000299,9,succeeded,2025-05-27
ch_001669,in_001695,cus_000300,99,succeeded,2025-05-19
ch_001670,in_001696,cus_000301,9,succeeded,2025-05-07
ch_001671,in_001697,cus_000303,290,succeeded,2025-05-11
ch_001672,in_001698,cus_000304,9,succeeded,2025-05-02
ch_001673,in_001699,cus_000306,9,succeeded,2025-05-15
ch_001674,in_001700,cus_000308,9,succeeded,2025-05-13
ch_001675,in_001701,cus_000310,299,succeeded,2025-05-12
ch_001676,in_001702,cus_000311,29,succeeded,2025-05-08
ch_001677,in_001703,cus_000312,99,succeeded,2025-05-09
ch_001678,in_001704,cus_000314,9,succeeded,2025-05-16
ch_001679,in_001705,cus_000316,9,succeeded,2025-05-05
ch_001680,in_001706,cus_000317,29,succeeded,2025-05-20
ch_001681,in_001707,cus_000318,29,succeeded,2025-05-12
ch_001682,in_001708,cus_000320,99,succeeded,2025-05-24
ch_001683,in_001709,cus_000321,29,succeeded,2025-05-15
ch_001684,in_001710,cus_000322,990,succeeded,2025-05-24
ch_001685,in_001711,cus_000324,299,succeeded,2025-05-09
ch_001686,in_001712,cus_000326,9,succeeded,2025-05-22
ch_001687,in_001713,cus_000327,29,succeeded,2025-05-03
ch_001688,in_001714,cus_000328,299,succeeded,2025-05-14
ch_001689,in_001715,cus_000329,9,succeeded,2025-05-24
ch_001690,in_001716,cus_000330,9,succeeded,2025-05-01
ch_001691,in_001717,cus_000333,9,succeeded,2025-05-31
ch_001692,in_001718,cus_000335,290,succeeded,2025-05-07
ch_001693,in_001719,cus_000337,290,succeeded,2025-05-13
ch_001694,in_001720,cus_000338,290,succeeded,2025-05-21
ch_001695,in_001721,cus_000340,29,succeeded,2025-05-27
ch_001696,in_001722,cus_000343,99,succeeded,2025-05-25
ch_001697,in_001723,cus_000344,29,succeeded,2025-05-26
ch_001698,in_001724,cus_000345,29,succeeded,2025-05-19
ch_001699,in_001725,cus_000346,9,succeeded,2025-05-25
ch_001700,in_001726,cus_000347,290,succeeded,2025-05-26
ch_001701,in_001727,cus_000348,9,succeeded,2025-05-15
ch_001702,in_001728,cus_000349,29,succeeded,2025-05-24
ch_001703,in_001729,cus_000350,9,succeeded,2025-05-09
ch_001704,in_001730,cus_000351,9,succeeded,2025-05-18
ch_001705,in_001731,cus_000352,29,succeeded,2025-05-13
ch_001706,in_001732,cus_000354,299,succeeded,2025-05-28
ch_001707,in_001733,cus_000355,99,succeeded,2025-05-17
ch_001708,in_001734,cus_000356,99,succeeded,2025-05-20
ch_001709,in_001735,cus_000357,9,succeeded,2025-05-25
ch_001710,in_001736,cus_000359,9,succeeded,2025-05-19
ch_001711,in_001737,cus_000360,9,succeeded,2025-05-07
ch_001712,in_001738,cus_000362,299,succeeded,2025-05-25
ch_001713,in_001739,cus_000363,9,succeeded,2025-05-06
ch_001714,in_001740,cus_000365,290,succeeded,2025-05-05
ch_001715,in_001741,cus_000366,99,succeeded,2025-05-10
ch_001716,in_001742,cus_000368,99,succeeded,2025-05-30
ch_001717,in_001743,cus_000370,9,succeeded,2025-05-26
ch_001718,in_001744,cus_000371,9,succeeded,2025-05-05
ch_001719,in_001745,cus_000372,290,succeeded,2025-05-08
ch_001720,in_001746,cus_000373,99,succeeded,2025-05-04
ch_001721,in_001747,cus_000374,90,succeeded,2025-05-09
ch_001722,in_001748,cus_000375,299,succeeded,2025-05-25
ch_001723,in_001749,cus_000376,99,succeeded,2025-05-31
ch_001724,in_001750,cus_000377,29,succeeded,2025-05-18
ch_001725,in_001751,cus_000378,9,succeeded,2025-05-26
ch_001726,in_001753,cus_000382,90,succeeded,2025-05-20
ch_001727,in_001754,cus_000383,290,succeeded,2025-05-22
ch_001728,in_001755,cus_000384,9,succeeded,2025-05-30
ch_001729,in_001756,cus_000385,29,succeeded,2025-05-31
ch_001730,in_001757,cus_000386,9,succeeded,2025-05-27
ch_001731,in_001758,cus_000387,29,succeeded,2025-05-16
ch_001732,in_001759,cus_000388,29,succeeded,2025-05-30
ch_001733,in_001760,cus_000389,299,succeeded,2025-05-19
ch_001734,in_001761,cus_000390,9,succeeded,2025-05-13
ch_001735,in_001762,cus_000391,99,succeeded,2025-05-09
ch_001736,in_001763,cus_000393,9,succeeded,2025-05-11
ch_001737,in_001764,cus_000395,9,succeeded,2025-05-01
ch_001738,in_001765,cus_000396,290,succeeded,2025-05-23
ch_001739,in_001766,cus_000397,9,succeeded,2025-05-07
ch_001740,in_001767,cus_000398,29,succeeded,2025-05-30
ch_001741,in_001768,cus_000399,99,succeeded,2025-05-14
ch_001742,in_001769,cus_000400,9,succeeded,2025-05-30
ch_001743,in_001770,cus_000402,9,succeeded,2025-05-07
ch_001744,in_001771,cus_000403,290,succeeded,2025-05-22
ch_001745,in_001772,cus_000404,29,succeeded,2025-05-05
ch_001746,in_001773,cus_000405,9,succeeded,2025-05-05
ch_001747,in_001774,cus_000406,9,succeeded,2025-05-05
ch_001748,in_001775,cus_000409,9,succeeded,2025-05-18
ch_001749,in_001776,cus_000410,9,succeeded,2025-05-06
ch_001750,in_001777,cus_000411,90,succeeded,2025-05-08
ch_001751,in_001778,cus_000412,299,succeeded,2025-05-07
ch_001752,in_001779,cus_000413,90,succeeded,2025-05-23
ch_001753,in_001780,cus_000416,29,succeeded,2025-05-27
ch_001754,in_001781,cus_000417,29,succeeded,2025-05-11
ch_001755,in_001782,cus_000418,90,succeeded,2025-05-28
ch_001756,in_001783,cus_000419,29,succeeded,2025-05-09
ch_001757,in_001784,cus_000420,99,succeeded,2025-05-05
ch_001758,in_001785,cus_000421,29,succeeded,2025-05-11
ch_001759,in_001786,cus_000422,9,succeeded,2025-05-07
ch_001760,in_001787,cus_000423,29,succeeded,2025-05-10
ch_001761,in_001788,cus_000424,9,succeeded,2025-05-22
ch_001762,in_001789,cus_000425,9,succeeded,2025-05-01
ch_001763,in_001790,cus_000428,29,succeeded,2025-05-27
ch_001764,in_001791,cus_000431,290,succeeded,2025-05-09
ch_001765,in_001792,cus_000432,9,succeeded,2025-05-16
ch_001766,in_001793,cus_000435,29,succeeded,2025-05-10
ch_001767,in_001794,cus_000436,299,succeeded,2025-05-24
ch_001768,in_001795,cus_000437,299,succeeded,2025-05-25
ch_001769,in_001796,cus_000438,99,succeeded,2025-05-15
ch_001770,in_001798,cus_000440,99,succeeded,2025-05-21
ch_001771,in_001799,cus_000441,99,succeeded,2025-05-28
ch_001772,in_001800,cus_000442,99,succeeded,2025-05-15
ch_001773,in_001801,cus_000443,90,succeeded,2025-05-14
ch_001774,in_001802,cus_000446,9,succeeded,2025-05-09
ch_001775,in_001803,cus_000447,99,succeeded,2025-05-13
ch_001776,in_001804,cus_000449,9,succeeded,2025-05-26
ch_001777,in_001805,cus_000452,299,succeeded,2025-05-04
ch_001778,in_001806,cus_000453,29,succeeded,2025-05-28
ch_001779,in_001807,cus_000454,99,succeeded,2025-05-15
ch_001780,in_001808,cus_000455,9,succeeded,2025-05-19
ch_001781,in_001809,cus_000456,299,succeeded,2025-05-17
ch_001782,in_001810,cus_000457,29,succeeded,2025-05-16
ch_001783,in_001811,cus_000458,9,succeeded,2025-05-21
ch_001784,in_001812,cus_000459,29,succeeded,2025-05-14
ch_001785,in_001813,cus_000460,29,succeeded,2025-05-12
ch_001786,in_001814,cus_000461,99,succeeded,2025-05-11
ch_001787,in_001815,cus_000463,29,succeeded,2025-05-19
ch_001788,in_001816,cus_000464,29,succeeded,2025-05-08
ch_001789,in_001817,cus_000465,90,succeeded,2025-05-08
ch_001790,in_001818,cus_000466,9,succeeded,2025-05-02
ch_001791,in_001819,cus_000467,990,succeeded,2025-05-02
ch_001792,in_001820,cus_000469,9,succeeded,2025-05-23
ch_001793,in_001821,cus_000470,299,succeeded,2025-05-04
ch_001794,in_001822,cus_000471,9,succeeded,2025-05-24
ch_001795,in_001823,cus_000472,9,succeeded,2025-05-30
ch_001796,in_001824,cus_000473,90,succeeded,2025-05-17
ch_001797,in_001825,cus_000474,9,succeeded,2025-05-12
ch_001798,in_001826,cus_000478,29,succeeded,2025-05-22
ch_001799,in_001827,cus_000479,9,succeeded,2025-05-22
ch_001800,in_001828,cus_000480,990,succeeded,2025-05-13
ch_001801,in_001829,cus_000481,99,succeeded,2025-05-13
ch_001802,in_001830,cus_000482,99,succeeded,2025-05-29
ch_001803,in_001831,cus_000484,99,succeeded,2025-05-07
ch_001804,in_001832,cus_000485,9,succeeded,2025-05-07
ch_001805,in_001833,cus_000486,29,succeeded,2025-05-05
ch_001806,in_001834,cus_000487,9,succeeded,2025-05-27
ch_001807,in_001835,cus_000489,99,succeeded,2025-05-01
ch_001808,in_001836,cus_000490,299,succeeded,2025-05-31
ch_001809,in_001837,cus_000491,90,succeeded,2025-05-11
ch_001810,in_001838,cus_000492,29,succeeded,2025-05-01
ch_001811,in_001839,cus_000493,90,succeeded,2025-05-26
ch_001812,in_001840,cus_000494,29,succeeded,2025-05-06
ch_001813,in_001841,cus_000496,299,succeeded,2025-05-26
ch_001814,in_001842,cus_000498,90,succeeded,2025-05-17
ch_001815,in_001843,cus_000499,9,succeeded,2025-05-28
ch_001816,in_001844,cus_000500,9,succeeded,2025-05-22
ch_001817,in_001845,cus_000501,90,succeeded,2025-05-09
ch_001818,in_001846,cus_000502,29,succeeded,2025-05-25
ch_001819,in_001847,cus_000503,29,succeeded,2025-05-04
ch_001820,in_001848,cus_000505,29,succeeded,2025-05-11
ch_001821,in_001849,cus_000506,90,succeeded,2025-05-21
ch_001822,in_001850,cus_000507,9,succeeded,2025-05-01
ch_001823,in_001851,cus_000508,9,succeeded,2025-05-18
ch_001824,in_001852,cus_000510,9,succeeded,2025-05-24
ch_001825,in_001853,cus_000511,9,succeeded,2025-05-29
ch_001826,in_001854,cus_000512,99,succeeded,2025-05-31
ch_001827,in_001855,cus_000514,9,succeeded,2025-05-17
ch_001828,in_001856,cus_000515,29,succeeded,2025-05-25
ch_001829,in_001857,cus_000516,9,succeeded,2025-05-13
ch_001830,in_001858,cus_000517,99,succeeded,2025-05-05
ch_001831,in_001859,cus_000518,9,succeeded,2025-05-21
ch_001832,in_001860,cus_000519,990,succeeded,2025-05-29
ch_001833,in_001861,cus_000520,90,succeeded,2025-05-05
ch_001834,in_001862,cus_000521,9,succeeded,2025-05-28
ch_001835,in_001864,cus_000524,90,succeeded,2025-05-02
ch_001836,in_001865,cus_000525,99,succeeded,2025-05-01
ch_001837,in_001866,cus_000529,9,succeeded,2025-05-18
ch_001838,in_001867,cus_000530,299,succeeded,2025-05-25
ch_001839,in_001868,cus_000531,9,succeeded,2025-05-02
ch_001840,in_001869,cus_000532,29,succeeded,2025-05-26
ch_001841,in_001870,cus_000534,99,succeeded,2025-05-12
ch_001842,in_001871,cus_000535,299,succeeded,2025-05-01
ch_001843,in_001872,cus_000537,9,succeeded,2025-05-19
ch_001844,in_001873,cus_000538,99,succeeded,2025-05-24
ch_001845,in_001874,cus_000539,9,succeeded,2025-05-12
ch_001846,in_001875,cus_000540,99,succeeded,2025-05-11
ch_001847,in_001876,cus_000541,9,succeeded,2025-05-23
ch_001848,in_001877,cus_000542,29,succeeded,2025-05-06
ch_001849,in_001878,cus_000543,299,succeeded,2025-05-04
ch_001850,in_001879,cus_000544,29,succeeded,2025-05-25
ch_001851,in_001880,cus_000545,29,succeeded,2025-05-08
ch_001852,in_001881,cus_000546,9,succeeded,2025-05-24
ch_001853,in_001882,cus_000547,9,succeeded,2025-05-06
ch_001854,in_001884,cus_000549,99,succeeded,2025-05-20
ch_001855,in_001885,cus_000550,29,succeeded,2025-05-04
ch_001856,in_001886,cus_000551,29,succeeded,2025-05-17
ch_001857,in_001887,cus_000552,99,succeeded,2025-05-18
ch_001858,in_001888,cus_000554,299,succeeded,2025-05-03
ch_001859,in_001889,cus_000556,29,succeeded,2025-05-07
ch_001860,in_001890,cus_000557,90,succeeded,2025-05-02
ch_001861,in_001892,cus_000562,9,succeeded,2025-05-17
ch_001862,in_001893,cus_000563,9,succeeded,2025-05-19
ch_001863,in_001894,cus_000564,90,succeeded,2025-05-08
ch_001864,in_001895,cus_000565,990,succeeded,2025-05-02
ch_001865,in_001896,cus_000567,9,succeeded,2025-05-06
ch_001866,in_001897,cus_000569,29,succeeded,2025-05-07
ch_001867,in_001898,cus_000570,99,succeeded,2025-05-05
ch_001868,in_001899,cus_000571,29,succeeded,2025-05-20
ch_001869,in_001900,cus_000572,29,succeeded,2025-05-29
ch_001870,in_001901,cus_000574,99,succeeded,2025-05-24
ch_001871,in_001902,cus_000575,299,succeeded,2025-05-21
ch_001872,in_001903,cus_000577,9,succeeded,2025-05-22
ch_001873,in_001904,cus_000578,29,succeeded,2025-05-15
ch_001874,in_001905,cus_000581,29,succeeded,2025-05-07
ch_001875,in_001906,cus_000582,9,succeeded,2025-05-10
ch_001876,in_001907,cus_000583,29,succeeded,2025-05-11
ch_001877,in_001908,cus_000584,9,succeeded,2025-05-26
ch_001878,in_001909,cus_000586,290,succeeded,2025-05-12
ch_001879,in_001910,cus_000588,29,succeeded,2025-05-10
ch_001880,in_001911,cus_000589,29,succeeded,2025-05-27
ch_001881,in_001912,cus_000590,99,succeeded,2025-05-17
ch_001882,in_001913,cus_000591,29,succeeded,2025-05-31
ch_001883,in_001914,cus_000592,29,succeeded,2025-05-27
ch_001884,in_001915,cus_000593,9,succeeded,2025-05-23
ch_001885,in_001916,cus_000594,9,succeeded,2025-05-01
ch_001886,in_001917,cus_000595,9,succeeded,2025-05-08
ch_001887,in_001918,cus_000596,9,succeeded,2025-05-29
ch_001888,in_001919,cus_000597,29,succeeded,2025-05-28
ch_001889,in_001920,cus_000598,29,succeeded,2025-05-27
ch_001890,in_001921,cus_000599,9,succeeded,2025-05-12
ch_001891,in_001922,cus_000601,990,succeeded,2025-05-21
ch_001892,in_001923,cus_000602,90,succeeded,2025-05-15
ch_001893,in_001924,cus_000607,9,succeeded,2025-05-26
ch_001894,in_001925,cus_000609,29,succeeded,2025-05-05
ch_001895,in_001926,cus_000610,9,succeeded,2025-05-02
ch_001896,in_001927,cus_000611,90,succeeded,2025-05-04
ch_001897,in_001928,cus_000612,99,succeeded,2025-05-02
ch_001898,in_001929,cus_000613,29,succeeded,2025-05-31
ch_001899,in_001930,cus_000615,99,succeeded,2025-05-24
ch_001900,in_001931,cus_000616,29,succeeded,2025-05-18
ch_001901,in_001932,cus_000617,99,succeeded,2025-05-14
ch_001902,in_001933,cus_000618,9,succeeded,2025-05-28
ch_001903,in_001934,cus_000619,90,succeeded,2025-05-15
ch_001904,in_001935,cus_000621,99,succeeded,2025-05-06
ch_001905,in_001936,cus_000622,29,succeeded,2025-05-23
ch_001906,in_001937,cus_000623,90,succeeded,2025-05-01
ch_001907,in_001938,cus_000624,99,succeeded,2025-05-19
ch_001908,in_001939,cus_000625,290,succeeded,2025-05-20
ch_001909,in_001940,cus_000627,9,succeeded,2025-05-24
ch_001910,in_001941,cus_000628,29,succeeded,2025-05-03
ch_001911,in_001942,cus_000631,99,succeeded,2025-05-12
ch_001912,in_001943,cus_000632,290,succeeded,2025-05-12
ch_001913,in_001944,cus_000633,9,succeeded,2025-05-25
ch_001914,in_001945,cus_000634,990,succeeded,2025-05-30
ch_001915,in_001946,cus_000635,9,succeeded,2025-05-01
ch_001916,in_001947,cus_000636,29,succeeded,2025-05-28
ch_001917,in_001949,cus_000640,29,succeeded,2025-05-09
ch_001918,in_001950,cus_000642,9,succeeded,2025-05-13
ch_001919,in_001951,cus_000643,29,succeeded,2025-05-09
ch_001920,in_001952,cus_000644,299,succeeded,2025-05-02
ch_001921,in_001953,cus_000648,99,succeeded,2025-05-08
ch_001922,in_001954,cus_000649,9,succeeded,2025-05-30
ch_001923,in_001955,cus_000652,299,succeeded,2025-05-27
ch_001924,in_001956,cus_000653,290,succeeded,2025-05-17
ch_001925,in_001957,cus_000654,9,succeeded,2025-05-12
ch_001926,in_001958,cus_000655,9,succeeded,2025-05-04
ch_001927,in_001959,cus_000656,9,succeeded,2025-05-02
ch_001928,in_001960,cus_000657,29,succeeded,2025-05-27
ch_001929,in_001961,cus_000660,9,succeeded,2025-05-27
