customer_id,created,country,signup_channel
cus_000741,2025-04-04,US,paid_search
cus_000742,2025-04-10,US,partner
cus_000743,2025-04-08,US,content
cus_000744,2025-04-28,DE,content
cus_000745,2025-04-13,FR,paid_search
cus_000746,2025-04-06,US,organic
cus_000747,2025-04-25,US,paid_search
cus_000748,2025-04-03,GB,organic
cus_000749,2025-04-04,US,organic
cus_000750,2025-04-21,IN,partner
cus_000751,2025-04-03,GB,paid_search
cus_000752,2025-04-11,US,organic
cus_000753,2025-04-15,FR,content
cus_000754,2025-04-18,CA,paid_search
cus_000755,2025-04-29,US,partner
cus_000756,2025-04-02,CA,partner
cus_000757,2025-04-22,CA,partner
cus_000758,2025-04-23,CA,content
cus_000759,2025-04-11,US,organic
cus_000760,2025-04-06,GB,content
cus_000761,2025-04-25,FR,paid_search
cus_000762,2025-04-08,US,partner
cus_000763,2025-04-29,US,partner
cus_000764,2025-04-18,US,referral
cus_000765,2025-04-27,FR,organic
cus_000766,2025-04-25,GB,paid_search
cus_000767,2025-04-13,US,content
cus_000768,2025-04-15,GB,content
cus_000769,2025-04-19,US,organic
cus_000770,2025-04-14,FR,referral
cus_000771,2025-05-15,FR,partner
cus_000772,2025-05-05,US,content
cus_000773,2025-05-30,GB,organic
cus_000774,2025-05-31,US,content
cus_000775,2025-05-31,FR,organic
cus_000776,2025-05-15,US,referral
cus_000777,2025-05-15,DE,referral
cus_000778,2025-05-26,AU,organic
cus_000779,2025-05-21,GB,organic
cus_000780,2025-05-10,IN,paid_search
cus_000781,2025-05-23,US,referral
cus_000782,2025-05-04,CA,organic
cus_000783,2025-05-18,US,partner
cus_000784,2025-05-03,GB,partner
cus_000785,2025-05-30,US,paid_search
cus_000786,2025-05-28,IN,content
cus_000787,2025-05-25,FR,partner
cus_000788,2025-05-25,DE,paid_search
cus_000789,2025-05-25,CA,paid_search
cus_000790,2025-05-02,GB,paid_search
cus_000791,2025-05-01,AU,organic
cus_000792,2025-05-12,US,organic
cus_000793,2025-05-27,DE,paid_search
cus_000794,2025-05-25,GB,partner
cus_000795,2025-05-16,US,organic
cus_000796,2025-05-10,GB,organic
cus_000797,2025-05-08,US,organic
cus_000798,2025-05-08,IN,organic
cus_000799,2025-05-07,AU,content
cus_000800,2025-05-31,FR,organic
cus_000801,2025-05-18,DE,content
cus_000802,2025-05-30,CA,partner
cus_000803,2025-05-03,GB,referral
cus_000804,2025-05-04,US,partner
cus_000805,2025-05-21,CA,referral
cus_000806,2025-05-16,CA,paid_search
cus_000807,2025-05-11,US,partner
cus_000808,2025-05-18,GB,referral
cus_000809,2025-05-02,AU,partner
cus_000810,2025-05-20,CA,partner
cus_000811,2025-05-27,DE,referral
cus_000812,2025-05-01,GB,content
cus_000813,2025-05-19,IN,partner
cus_000814,2025-05-24,FR,referral
cus_000815,2025-05-11,US,organic
cus_000816,2025-05-18,US,partner
cus_000817,2025-05-12,US,content
cus_000818,2025-05-27,FR,organic
cus_000819,2025-05-06,DE,referral
cus_000820,2025-05-22,CA,content
cus_000821,2025-05-19,DE,paid_search
cus_000822,2025-05-24,FR,referral
cus_000823,2025-05-17,US,referral
cus_000824,2025-05-22,FR,paid_search
cus_000825,2025-05-27,IN,organic
cus_000826,2025-05-18,FR,content
cus_000827,2025-05-17,FR,referral
cus_000828,2025-05-04,US,referral
cus_000829,2025-05-02,US,paid_search
cus_000830,2025-05-31,US,organic
cus_000831,2025-05-31,GB,referral
cus_000832,2025-05-15,CA,organic
cus_000833,2025-05-25,IN,partner
cus_000834,2025-05-14,US,partner
cus_000835,2025-05-30,DE,paid_search
cus_000836,2025-05-15,AU,paid_search
cus_000837,2025-05-04,US,content
cus_000838,2025-05-24,FR,content
cus_000839,2025-05-11,DE,content
cus_000840,2025-05-07,AU,content
cus_000841,2025-05-01,FR,partner
cus_000842,2025-05-03,US,referral
cus_000843,2025-05-05,GB,organic
cus_000844,2025-05-20,AU,organic
cus_000845,2025-05-06,CA,paid_search
cus_000846,2025-05-29,US,content
cus_000847,2025-05-04,FR,partner
cus_000848,2025-05-05,FR,organic
cus_000849,2025-05-21,US,organic
cus_000850,2025-05-17,FR,partner
cus_000851,2025-05-15,US,referral
cus_000852,2025-05-13,US,paid_search
cus_000853,2025-05-29,IN,content
cus_000854,2025-05-29,US,referral
cus_000855,2025-05-14,FR,content
cus_000856,2025-05-28,US,organic
cus_000857,2025-05-12,US,referral
cus_000858,2025-05-23,US,partner
cus_000859,2025-05-06,CA,referral
cus_000860,2025-05-13,FR,content
cus_000861,2025-05-09,IN,paid_search
cus_000862,2025-05-13,IN,content
cus_000863,2025-05-09,US,partner
cus_000864,2025-05-07,GB,referral
cus_000865,2025-05-21,CA,paid_search
cus_000866,2025-05-13,US,paid_search
cus_000867,2025-05-22,US,referral
cus_000868,2025-05-30,CA,partner
cus_000869,2025-05-27,IN,referral
cus_000870,2025-05-25,CA,paid_search
cus_000871,2025-05-19,IN,partner
cus_000872,2025-05-16,AU,organic
cus_000873,2025-05-06,GB,content
cus_000874,2025-05-20,FR,organic
cus_000875,2025-05-11,CA,content
cus_000876,2025-05-07,US,organic
cus_000877,2025-05-06,US,partner
cus_000878,2025-05-14,FR,content
cus_000879,2025-05-06,FR,organic
cus_000880,2025-05-09,IN,referral
cus_000881,2025-05-28,AU,organic
cus_000882,2025-05-03,US,partner
cus_000883,2025-05-18,US,content
cus_000884,2025-05-28,IN,paid_search
cus_000885,2025-05-13,GB,organic
cus_000886,2025-05-15,US,content
cus_000887,2025-05-29,US,content
cus_000888,2025-05-13,DE,partner
cus_000889,2025-05-21,DE,organic
cus_000890,2025-05-04,GB,referral
cus_000891,2025-05-02,IN,content
cus_000892,2025-05-30,GB,partner
cus_000893,2025-05-02,US,partner
cus_000894,2025-05-16,CA,content
cus_000895,2025-05-12,GB,partner
cus_000896,2025-05-31,AU,organic
cus_000897,2025-05-03,US,partner
cus_000898,2025-05-09,IN,organic
cus_000899,2025-05-19,AU,content
cus_000900,2025-05-09,IN,partner
cus_000901,2025-05-24,FR,referral
cus_000902,2025-05-26,CA,referral
cus_000903,2025-05-04,DE,organic
cus_000904,2025-05-02,IN,partner
cus_000905,2025-05-12,IN,content
cus_000906,2025-05-20,US,referral
cus_000907,2025-05-10,IN,partner
cus_000908,2025-05-28,US,referral
cus_000909,2025-05-07,CA,paid_search
cus_000910,2025-05-02,CA,referral
cus_000911,2025-05-27,US,content
cus_000912,2025-05-20,IN,partner
cus_000913,2025-05-24,DE,partner
cus_000914,2025-05-04,DE,partner
cus_000915,2025-05-23,AU,partner
cus_000916,2025-05-14,US,organic
cus_000917,2025-05-18,US,content
cus_000918,2025-05-03,US,referral
cus_000919,2025-05-09,US,content
cus_000920,2025-05-15,US,partner
cus_000921,2025-05-13,IN,partner
cus_000922,2025-05-07,US,content
cus_000923,2025-05-07,CA,paid_search
cus_000924,2025-05-18,FR,partner
cus_000925,2025-05-23,US,content
cus_000926,2025-05-23,GB,paid_search
cus_000927,2025-05-20,FR,content
cus_000928,2025-05-03,US,partner
cus_000929,2025-05-25,GB,referral
cus_000930,2025-05-03,FR,partner
cus_000931,2025-05-19,US,referral
cus_000932,2025-05-16,US,content
cus_000933,2025-05-04,DE,paid_search
cus_000934,2025-05-30,CA,partner
cus_000935,2025-05-08,FR,content
cus_000936,2025-05-17,DE,content
cus_000937,2025-05-23,US,organic
cus_000938,2025-05-05,CA,content
cus_000939,2025-05-08,DE,referral
cus_000940,2025-05-07,US,referral
cus_000941,2025-05-08,US,content
cus_000942,2025-05-15,IN,content
cus_000943,2025-05-06,FR,organic
cus_000944,2025-05-18,US,partner
cus_000945,2025-05-17,GB,partner
cus_000946,2025-05-02,US,partner
cus_000947,2025-05-15,CA,content
cus_000948,2025-05-16,US,paid_search
cus_000949,2025-05-25,DE,referral
cus_000950,2025-05-14,AU,partner
cus_000951,2025-05-09,IN,content
cus_000952,2025-05-02,FR,organic
cus_000953,2025-05-02,US,referral
cus_000954,2025-05-07,GB,content
cus_000955,2025-05-30,FR,partner
cus_000956,2025-05-15,GB,partner
cus_000957,2025-05-22,CA,referral
cus_000958,2025-05-19,US,referral
cus_000959,2025-05-04,DE,content
cus_000960,2025-05-30,DE,organic
cus_000961,2025-05-24,DE,referral
cus_000962,2025-05-31,IN,content
cus_000963,2025-05-14,FR,referral
cus_000964,2025-05-04,GB,organic
cus_000965,2025-05-05,AU,organic
cus_000966,2025-05-28,GB,content
cus_000967,2025-05-13,IN,content
cus_000968,2025-05-09,GB,partner
cus_000969,2025-05-24,US,referral
cus_000970,2025-05-11,DE,content
cus_000971,2025-05-28,IN,content
cus_000972,2025-05-13,DE,organic
cus_000973,2025-05-01,IN,partner
cus_000974,2025-05-09,US,referral
cus_000975,2025-05-18,IN,referral
cus_000976,2025-05-26,FR,referral
cus_000977,2025-05-03,CA,paid_search
cus_000978,2025-05-05,CA,partner
cus_000979,2025-05-21,IN,organic
cus_000980,2025-05-10,US,paid_search
cus_000981,2025-05-15,IN,content
cus_000982,2025-05-12,GB,content
cus_000983,2025-05-19,IN,referral
cus_000984,2025-05-11,US,partner
cus_000985,2025-05-11,US,partner
cus_000986,2025-05-04,US,organic
cus_000987,2025-05-05,US,referral
cus_000988,2025-05-28,US,referral
cus_000989,2025-05-11,GB,content
cus_000990,2025-05-23,CA,organic
cus_000991,2025-05-27,US,partner
cus_000992,2025-05-24,FR,content
cus_000993,2025-05-23,GB,partner
cus_000994,2025-05-18,AU,paid_search
cus_000995,2025-05-25,AU,content
cus_000996,2025-05-17,US,content
cus_000997,2025-05-24,GB,paid_search
cus_000998,2025-05-02,US,organic
cus_000999,2025-05-26,AU,referral
cus_001000,2025-05-14,FR,partner
cus_001001,2025-06-16,IN,referral
cus_001002,2025-06-08,US,content
cus_001003,2025-06-08,US,partner
cus_001004,2025-06-29,CA,paid_search
cus_001005,2025-06-04,FR,organic
cus_001006,2025-06-05,US,content
cus_001007,2025-06-13,DE,organic
cus_001008,2025-06-09,US,referral
cus_001009,2025-06-20,US,organic
cus_001010,2025-06-08,DE,content
cus_001011,2025-06-29,GB,referral
cus_001012,2025-06-05,GB,paid_search
cus_001013,2025-06-05,FR,organic
cus_001014,2025-06-07,GB,paid_search
cus_001015,2025-06-07,GB,paid_search
cus_001016,2025-06-01,US,organic
cus_001017,2025-06-20,AU,paid_search
cus_001018,2025-06-03,FR,partner
cus_001019,2025-06-02,CA,paid_search
cus_001020,2025-06-09,IN,paid_search
cus_001021,2025-06-18,DE,paid_search
cus_001022,2025-06-02,CA,organic
cus_001023,2025-06-11,DE,content
cus_001024,2025-06-22,GB,partner
cus_001025,2025-06-06,US,content
cus_001026,2025-06-22,DE,referral
cus_001027,2025-06-30,DE,partner
cus_001028,2025-06-18,US,paid_search
cus_001029,2025-06-10,GB,paid_search
cus_001030,2025-06-10,DE,partner
cus_001031,2025-06-02,FR,partner
cus_001032,2025-06-30,IN,content
cus_001033,2025-06-16,US,paid_search
cus_001034,2025-06-13,FR,content
cus_001035,2025-06-01,IN,content
cus_001036,2025-06-18,DE,paid_search
cus_001037,2025-06-12,US,referral
cus_001038,2025-06-14,US,organic
cus_001039,2025-06-14,US,referral
cus_001040,2025-06-21,DE,partner
cus_001041,2025-06-29,FR,content
cus_001042,2025-06-23,DE,content
cus_001043,2025-06-07,CA,organic
cus_001044,2025-06-03,GB,paid_search
cus_001045,2025-06-19,DE,referral
cus_001046,2025-06-23,IN,organic
cus_001047,2025-06-11,AU,paid_search
cus_001048,2025-06-06,US,referral
cus_001049,2025-06-25,CA,organic
cus_001050,2025-06-25,CA,organic
cus_001051,2025-06-11,DE,content
cus_001052,2025-06-14,CA,organic
cus_001053,2025-06-12,DE,organic
cus_001054,2025-06-05,AU,content
cus_001055,2025-06-16,US,content
cus_001056,2025-06-10,US,referral
cus_001057,2025-06-12,US,paid_search
cus_001058,2025-06-15,FR,organic
cus_001059,2025-06-07,IN,partner
cus_001060,2025-06-29,AU,partner
cus_001061,2025-06-26,US,paid_search
cus_001062,2025-06-14,US,content
cus_001063,2025-06-24,CA,content
cus_001064,2025-06-22,US,partner
cus_001065,2025-06-28,GB,partner
cus_001066,2025-06-12,AU,organic
cus_001067,2025-06-14,IN,partner
cus_001068,2025-06-10,DE,referral
cus_001069,2025-06-03,FR,paid_search
cus_001070,2025-06-13,IN,content
cus_001071,2025-06-13,FR,paid_search
cus_001072,2025-06-27,FR,content
cus_001073,2025-06-10,US,organic
cus_001074,2025-06-29,FR,partner
cus_001075,2025-06-12,IN,partner
cus_001076,2025-06-20,AU,referral
cus_001077,2025-06-15,AU,referral
cus_001078,2025-06-17,GB,partner
cus_001079,2025-06-25,CA,content
cus_001080,2025-06-28,US,content
cus_001081,2025-06-14,IN,partner
cus_001082,2025-06-24,AU,organic
cus_001083,2025-06-09,AU,referral
cus_001084,2025-06-01,US,partner
cus_001085,2025-06-20,IN,organic
cus_001086,2025-06-01,CA,paid_search
cus_001087,2025-06-16,DE,content
cus_001088,2025-06-17,CA,organic
cus_001089,2025-06-11,US,partner
cus_001090,2025-06-20,AU,partner
cus_001091,2025-06-17,US,organic
cus_001092,2025-06-26,CA,organic
cus_001093,2025-06-04,US,partner
cus_001094,2025-06-25,US,organic
cus_001095,2025-06-13,US,organic
cus_001096,2025-06-29,AU,referral
cus_001097,2025-06-16,CA,referral
cus_001098,2025-06-11,GB,partner
cus_001099,2025-06-18,CA,organic
cus_001100,2025-06-14,US,partner
cus_001101,2025-06-19,US,referral
cus_001102,2025-06-26,US,paid_search
cus_001103,2025-06-11,DE,paid_search
cus_001104,2025-06-20,US,content
cus_001105,2025-06-28,US,partner
cus_001106,2025-06-20,FR,organic
cus_001107,2025-06-19,DE,organic
cus_001108,2025-06-17,US,referral
cus_001109,2025-06-21,CA,paid_search
cus_001110,2025-06-26,DE,content
cus_001111,2025-06-26,AU,organic
cus_001112,2025-06-19,US,organic
cus_001113,2025-06-23,IN,partner
cus_001114,2025-06-02,US,referral
cus_001115,2025-06-23,CA,partner
cus_001116,2025-06-16,CA,organic
cus_001117,2025-06-21,US,partner
cus_001118,2025-06-12,AU,organic
cus_001119,2025-06-26,CA,content
cus_001120,2025-06-11,US,partner
cus_001121,2025-06-17,FR,content
cus_001122,2025-06-09,AU,paid_search
cus_001123,2025-06-20,US,content
cus_001124,2025-06-13,IN,paid_search
cus_001125,2025-06-06,DE,paid_search
cus_001126,2025-06-29,IN,paid_search
cus_001127,2025-06-05,US,referral
cus_001128,2025-06-20,AU,partner
cus_001129,2025-06-13,DE,partner
cus_001130,2025-06-08,CA,referral
cus_001131,2025-06-28,DE,content
cus_001132,2025-06-20,DE,organic
cus_001133,2025-06-12,US,referral
cus_001134,2025-06-15,IN,organic
cus_001135,2025-06-27,AU,paid_search
cus_001136,2025-06-22,AU,referral
cus_001137,2025-06-24,CA,organic
cus_001138,2025-06-18,US,content
cus_001139,2025-06-10,DE,partner
cus_001140,2025-06-08,AU,paid_search
cus_001141,2025-06-26,US,paid_search
cus_001142,2025-06-18,IN,referral
cus_001143,2025-06-23,IN,referral
cus_001144,2025-06-29,IN,content
cus_001145,2025-06-20,DE,content
cus_001146,2025-06-02,US,referral
cus_001147,2025-06-22,DE,partner
cus_001148,2025-06-15,GB,organic
cus_001149,2025-06-13,GB,organic
cus_001150,2025-06-19,US,paid_search
cus_001151,2025-06-10,DE,partner
cus_001152,2025-06-12,US,paid_search
cus_001153,2025-06-30,AU,referral
cus_001154,2025-06-25,FR,organic
cus_001155,2025-06-21,CA,organic
cus_001156,2025-06-30,US,organic
cus_001157,2025-06-08,FR,paid_search
cus_001158,2025-06-27,DE,content
cus_001159,2025-06-23,FR,paid_search
cus_001160,2025-06-05,US,partner
cus_001161,2025-06-06,GB,content
cus_001162,2025-06-30,GB,referral
cus_001163,2025-06-11,DE,paid_search
cus_001164,2025-06-09,US,organic
cus_001165,2025-06-30,US,content
cus_001166,2025-06-09,CA,paid_search
cus_001167,2025-06-12,US,paid_search
cus_001168,2025-06-09,US,referral
cus_001169,2025-06-18,US,organic
cus_001170,2025-06-24,IN,paid_search
cus_001171,2025-06-23,FR,partner
cus_001172,2025-06-12,IN,paid_search
cus_001173,2025-06-11,US,referral
cus_001174,2025-06-24,US,paid_search
cus_001175,2025-06-07,IN,paid_search
cus_001176,2025-06-21,DE,content
cus_001177,2025-06-28,GB,referral
cus_001178,2025-06-18,GB,paid_search
cus_001179,2025-06-20,FR,content
cus_001180,2025-06-01,US,paid_search
cus_001181,2025-06-29,US,partner
cus_001182,2025-06-25,US,paid_search
cus_001183,2025-06-10,IN,content
cus_001184,2025-06-18,IN,paid_search
cus_001185,2025-06-29,US,referral
cus_001186,2025-06-24,GB,paid_search
cus_001187,2025-06-29,DE,organic
cus_001188,2025-06-14,US,content
cus_001189,2025-06-21,CA,organic
cus_001190,2025-06-09,AU,referral
cus_001191,2025-06-23,DE,organic
cus_001192,2025-06-22,DE,referral
cus_001193,2025-06-10,FR,referral
cus_001194,2025-06-30,AU,content
cus_001195,2025-06-11,DE,partner
cus_001196,2025-06-08,CA,content
cus_001197,2025-06-30,GB,content
cus_001198,2025-06-26,US,partner
cus_001199,2025-06-19,AU,content
cus_001200,2025-07-22,DE,referral
cus_001201,2025-07-06,US,organic
cus_001202,2025-07-12,US,content
cus_001203,2025-07-15,GB,referral
cus_001204,2025-07-14,US,partner
cus_001205,2025-07-28,US,partner
cus_001206,2025-07-19,AU,organic
cus_001207,2025-07-29,GB,referral
cus_001208,2025-07-31,FR,paid_search
cus_001209,2025-07-04,DE,referral
cus_001210,2025-07-29,US,referral
cus_001211,2025-07-26,GB,content
cus_001212,2025-07-29,US,referral
cus_001213,2025-07-08,US,referral
cus_001214,2025-07-30,US,organic
cus_001215,2025-07-04,GB,partner
cus_001216,2025-07-03,IN,partner
cus_001217,2025-07-17,FR,partner
cus_001218,2025-07-28,DE,partner
cus_001219,2025-07-23,US,content
cus_001220,2025-07-26,FR,partner
cus_001221,2025-07-05,AU,paid_search
cus_001222,2025-07-08,FR,content
cus_001223,2025-07-29,CA,paid_search
cus_001224,2025-07-26,CA,paid_search
cus_001225,2025-07-19,AU,content
cus_001226,2025-07-01,US,organic
cus_001227,2025-07-03,AU,referral
cus_001228,2025-07-24,CA,content
cus_001229,2025-07-01,US,paid_search
cus_001230,2025-07-22,CA,partner
cus_001231,2025-07-21,US,partner
cus_001232,2025-07-23,US,referral
cus_001233,2025-07-11,IN,content
cus_001234,2025-07-31,DE,referral
cus_001235,2025-07-27,IN,organic
cus_001236,2025-07-12,FR,paid_search
cus_001237,2025-07-04,FR,paid_search
cus_001238,2025-07-29,CA,content
cus_001239,2025-07-13,US,organic
cus_001240,2025-07-24,AU,organic
cus_001241,2025-07-12,GB,paid_search
cus_001242,2025-07-17,GB,referral
cus_001243,2025-07-22,DE,content
cus_001244,2025-07-30,AU,organic
cus_001245,2025-07-03,CA,organic
cus_001246,2025-07-11,IN,organic
cus_001247,2025-07-29,DE,paid_search
cus_001248,2025-07-30,GB,referral
cus_001249,2025-07-24,DE,referral
cus_001250,2025-07-29,DE,referral
cus_001251,2025-07-25,GB,referral
cus_001252,2025-07-05,IN,referral
cus_001253,2025-07-28,FR,partner
cus_001254,2025-07-03,IN,content
cus_001255,2025-07-27,AU,partner
cus_001256,2025-07-24,CA,referral
cus_001257,2025-07-14,IN,partner
cus_001258,2025-07-02,AU,organic
cus_001259,2025-07-17,US,paid_search
cus_001260,2025-07-10,US,partner
cus_001261,2025-07-10,IN,paid_search
cus_001262,2025-07-28,US,content
cus_001263,2025-07-07,AU,referral
cus_001264,2025-07-27,GB,partner
cus_001265,2025-07-02,US,organic
cus_001266,2025-07-17,US,referral
cus_001267,2025-07-02,IN,referral
cus_001268,2025-07-31,CA,partner
cus_001269,2025-07-26,CA,content
cus_001270,2025-07-19,US,content
cus_001271,2025-07-02,DE,partner
cus_001272,2025-07-10,FR,organic
cus_001273,2025-07-18,US,partner
cus_001274,2025-07-24,AU,paid_search
cus_001275,2025-07-22,CA,content
cus_001276,2025-07-01,CA,organic
cus_001277,2025-07-27,CA,paid_search
cus_001278,2025-07-24,GB,content
cus_001279,2025-07-05,FR,paid_search
cus_001280,2025-07-26,US,content
cus_001281,2025-07-01,FR,organic
cus_001282,2025-07-12,CA,referral
cus_001283,2025-07-31,GB,partner
cus_001284,2025-07-15,GB,partner
cus_001285,2025-07-25,DE,referral
cus_001286,2025-07-07,DE,organic
cus_001287,2025-07-25,IN,paid_search
cus_001288,2025-07-30,FR,partner
cus_001289,2025-07-13,CA,organic
cus_001290,2025-07-02,US,referral
cus_001291,2025-07-27,DE,partner
cus_001292,2025-07-04,US,partner
cus_001293,2025-07-08,IN,referral
cus_001294,2025-07-25,US,referral
cus_001295,2025-07-14,DE,paid_search
cus_001296,2025-07-20,US,paid_search
cus_001297,2025-07-13,GB,content
cus_001298,2025-07-22,CA,partner
cus_001299,2025-07-17,US,partner
cus_001300,2025-07-09,US,paid_search
cus_001301,2025-07-03,AU,partner
cus_001302,2025-07-19,DE,content
cus_001303,2025-07-07,DE,partner
cus_001304,2025-07-02,US,partner
cus_001305,2025-07-06,FR,partner
cus_001306,2025-07-08,DE,partner
cus_001307,2025-07-02,IN,partner
cus_001308,2025-07-08,CA,content
cus_001309,2025-07-04,US,organic
cus_001310,2025-07-09,CA,referral
cus_001311,2025-07-08,FR,content
cus_001312,2025-07-24,FR,content
cus_001313,2025-07-14,IN,partner
cus_001314,2025-07-17,DE,content
cus_001315,2025-07-29,US,content
cus_001316,2025-07-28,GB,referral
cus_001317,2025-07-25,IN,content
cus_001318,2025-07-14,US,content
cus_001319,2025-07-19,DE,partner
cus_001320,2025-07-21,AU,partner
cus_001321,2025-07-12,CA,paid_search
cus_001322,2025-07-30,US,organic
cus_001323,2025-07-01,DE,referral
cus_001324,2025-07-10,US,referral
cus_001325,2025-07-16,AU,referral
cus_001326,2025-07-26,US,referral
cus_001327,2025-07-20,CA,referral
cus_001328,2025-07-05,IN,paid_search
cus_001329,2025-07-26,US,referral
cus_001330,2025-07-09,DE,partner
cus_001331,2025-07-12,US,partner
cus_001332,2025-07-20,US,organic
cus_001333,2025-07-13,IN,organic
cus_001334,2025-07-30,US,referral
cus_001335,2025-07-25,US,partner
cus_001336,2025-07-20,CA,content
cus_001337,2025-07-10,US,partner
cus_001338,2025-07-25,IN,content
cus_001339,2025-07-21,US,paid_search
cus_001340,2025-07-17,IN,organic
cus_001341,2025-07-29,GB,referral
cus_001342,2025-07-08,DE,referral
cus_001343,2025-07-10,GB,referral
cus_001344,2025-07-16,FR,organic
cus_001345,2025-07-23,US,partner
cus_001346,2025-07-12,AU,organic
cus_001347,2025-07-11,CA,organic
cus_001348,2025-07-07,GB,referral
cus_001349,2025-07-28,CA,referral
cus_001350,2025-07-07,CA,partner
cus_001351,2025-07-09,US,content
cus_001352,2025-07-12,GB,referral
cus_001353,2025-07-23,US,paid_search
cus_001354,2025-07-19,AU,organic
cus_001355,2025-07-22,US,paid_search
cus_001356,2025-07-14,US,referral
cus_001357,2025-07-09,GB,partner
cus_001358,2025-07-02,GB,partner
cus_001359,2025-07-06,GB,paid_search
cus_001360,2025-07-24,IN,organic
cus_001361,2025-07-19,US,partner
cus_001362,2025-07-15,GB,organic
cus_001363,2025-07-12,US,content
cus_001364,2025-07-21,GB,referral
cus_001365,2025-07-06,US,partner
cus_001366,2025-07-13,IN,referral
cus_001367,2025-07-31,GB,organic
cus_001368,2025-07-31,GB,content
cus_001369,2025-07-14,AU,content
cus_001370,2025-07-20,AU,paid_search
cus_001371,2025-07-19,FR,paid_search
cus_001372,2025-07-13,IN,referral
cus_001373,2025-07-08,US,referral
cus_001374,2025-07-31,GB,paid_search
cus_001375,2025-07-26,US,referral
cus_001376,2025-07-01,AU,paid_search
cus_001377,2025-07-22,GB,referral
cus_001378,2025-07-24,IN,organic
cus_001379,2025-07-05,US,referral
cus_001380,2025-07-09,GB,partner
cus_001381,2025-07-30,US,organic
cus_001382,2025-07-10,FR,paid_search
cus_001383,2025-07-15,US,organic
cus_001384,2025-07-09,FR,partner
cus_001385,2025-07-19,US,content
cus_001386,2025-07-28,AU,paid_search
cus_001387,2025-07-19,CA,referral
cus_001388,2025-07-08,IN,organic
cus_001389,2025-07-11,US,paid_search
cus_001390,2025-07-21,CA,organic
cus_001391,2025-07-21,CA,content
cus_001392,2025-07-13,IN,content
cus_001393,2025-07-21,FR,content
cus_001394,2025-07-31,CA,paid_search
cus_001395,2025-07-24,US,content
cus_001396,2025-07-29,US,referral
cus_001397,2025-07-27,DE,referral
cus_001398,2025-07-19,US,organic
cus_001399,2025-07-13,DE,content
cus_001400,2025-07-18,CA,referral
cus_001401,2025-07-25,US,organic
cus_001402,2025-07-05,AU,partner
cus_001403,2025-07-24,US,partner
cus_001404,2025-07-24,DE,paid_search
cus_001405,2025-07-08,AU,referral
cus_001406,2025-07-07,DE,referral
cus_001407,2025-07-01,DE,partner
cus_001408,2025-07-30,US,partner
cus_001409,2025-07-03,IN,content
cus_001410,2025-07-23,GB,content
cus_001411,2025-07-10,US,content
cus_001412,2025-07-30,IN,content
cus_001413,2025-07-15,GB,content
cus_001414,2025-07-10,GB,organic
cus_001415,2025-07-09,FR,content
cus_001416,2025-07-03,US,content
cus_001417,2025-07-18,GB,content
cus_001418,2025-07-27,AU,partner
cus_001419,2025-07-29,FR,referral
cus_001420,2025-08-14,US,paid_search
cus_001421,2025-08-06,IN,organic
cus_001422,2025-08-10,FR,organic
cus_001423,2025-08-15,IN,partner
cus_001424,2025-08-12,AU,partner
cus_001425,2025-08-26,US,content
cus_001426,2025-08-16,IN,partner
cus_001427,2025-08-06,AU,content
cus_001428,2025-08-31,GB,referral
cus_001429,2025-08-29,US,referral
cus_001430,2025-08-06,US,organic
cus_001431,2025-08-04,CA,partner
cus_001432,2025-08-08,FR,content
cus_001433,2025-08-11,AU,content
cus_001434,2025-08-16,CA,organic
cus_001435,2025-08-15,DE,content
cus_001436,2025-08-02,DE,content
cus_001437,2025-08-21,US,paid_search
cus_001438,2025-08-23,DE,partner
cus_001439,2025-08-30,US,organic
cus_001440,2025-08-11,DE,paid_search
cus_001441,2025-08-23,US,content
cus_001442,2025-08-06,US,paid_search
cus_001443,2025-08-02,DE,referral
cus_001444,2025-08-23,DE,organic
cus_001445,2025-08-23,FR,content
cus_001446,2025-08-08,US,referral
cus_001447,2025-08-12,CA,partner
cus_001448,2025-08-02,US,partner
cus_001449,2025-08-06,US,partner
cus_001450,2025-08-09,FR,referral
cus_001451,2025-08-16,FR,paid_search
cus_001452,2025-08-26,FR,referral
cus_001453,2025-08-23,IN,partner
cus_001454,2025-08-31,US,paid_search
cus_001455,2025-08-29,IN,paid_search
cus_001456,2025-08-11,CA,content
cus_001457,2025-08-14,US,content
cus_001458,2025-08-06,US,content
cus_001459,2025-08-31,US,referral
cus_001460,2025-08-03,IN,partner
cus_001461,2025-08-13,CA,organic
cus_001462,2025-08-05,GB,content
cus_001463,2025-08-06,IN,content
cus_001464,2025-08-19,US,organic
cus_001465,2025-08-16,DE,organic
cus_001466,2025-08-20,CA,organic
cus_001467,2025-08-29,AU,partner
cus_001468,2025-08-15,DE,paid_search
cus_001469,2025-08-25,US,content
cus_001470,2025-08-03,US,content
cus_001471,2025-08-20,GB,paid_search
cus_001472,2025-08-25,AU,content
cus_001473,2025-08-15,AU,referral
cus_001474,2025-08-18,US,paid_search
cus_001475,2025-08-05,GB,organic
cus_001476,2025-08-13,US,referral
cus_001477,2025-08-17,CA,content
cus_001478,2025-08-31,US,partner
cus_001479,2025-08-15,AU,paid_search
cus_001480,2025-08-26,FR,partner
cus_001481,2025-08-27,CA,content
cus_001482,2025-08-05,GB,content
cus_001483,2025-08-22,US,content
cus_001484,2025-08-13,IN,content
